oci,citing,cited,creation,timespan,journal_sc,author_sc
0619093435-06603195200,omid:br/0619093435,omid:br/06603195200,2021-06,P8Y2M,no,no
0619093435-066051753,omid:br/0619093435,omid:br/066051753,2021-06,P2Y4M,no,no
0619093435-06501425358,omid:br/0619093435,omid:br/06501425358,2021-06,P6Y0M,no,no
0619093435-062502372695,omid:br/0619093435,omid:br/062502372695,2021-06,P12Y6M,no,no
0619093435-061703062990,omid:br/0619093435,omid:br/061703062990,2021-06,P5Y8M,no,no
0619093435-06801424036,omid:br/0619093435,omid:br/06801424036,2021-06,P25Y11M,no,no
0619093435-06801424010,omid:br/0619093435,omid:br/06801424010,2021-06,P38Y2M,no,no
0619093435-061602765697,omid:br/0619093435,omid:br/061602765697,2021-06,P22Y2M,no,no
0619093435-061102209899,omid:br/0619093435,omid:br/061102209899,2021-06,P5Y2M,no,no
0619093435-0619094196,omid:br/0619093435,omid:br/0619094196,2021-06,P33Y,yes,no
0619093435-06801423641,omid:br/0619093435,omid:br/06801423641,2021-06,P54Y7M,no,no
0619093435-06302636943,omid:br/0619093435,omid:br/06302636943,2021-06,P84Y5M,no,no
0619093435-061702418585,omid:br/0619093435,omid:br/061702418585,2021-06,P9Y,no,no
0619093435-06102953326,omid:br/0619093435,omid:br/06102953326,2021-06,P9Y,no,no
0619093435-06303085366,omid:br/0619093435,omid:br/06303085366,2021-06,P7Y,no,no
0619093435-061501358458,omid:br/0619093435,omid:br/061501358458,2021-06,P43Y10M,no,no
0619093435-06402643530,omid:br/0619093435,omid:br/06402643530,2021-06,P62Y11M,no,no
0619093435-06120886063,omid:br/0619093435,omid:br/06120886063,2021-06,P25Y4M,no,no
0619093435-06801424013,omid:br/0619093435,omid:br/06801424013,2021-06,P37Y2M,no,no
0619093435-061303134394,omid:br/0619093435,omid:br/061303134394,2021-06,,no,no
0619093435-0640263453,omid:br/0619093435,omid:br/0640263453,2021-06,P4Y10M,no,no
0619093435-061902081396,omid:br/0619093435,omid:br/061902081396,2021-06,P166Y2M,no,no
0619093435-06504862904,omid:br/0619093435,omid:br/06504862904,2021-06,,no,no
0619093435-0680699024,omid:br/0619093435,omid:br/0680699024,2021-06,P8Y11M,no,no
0619093435-06440149393,omid:br/0619093435,omid:br/06440149393,2021-06,,no,no
0619093435-062303481552,omid:br/0619093435,omid:br/062303481552,2021-06,P23Y7M,no,no
0619093435-06304870153,omid:br/0619093435,omid:br/06304870153,2021-06,,no,no
0619093435-06902247031,omid:br/0619093435,omid:br/06902247031,2021-06,P4Y1M,no,no
0619093435-06902280074,omid:br/0619093435,omid:br/06902280074,2021-06,P64Y5M,no,no
0619093435-06901436861,omid:br/0619093435,omid:br/06901436861,2021-06,P26Y3M,no,no
0619093435-061403073170,omid:br/0619093435,omid:br/061403073170,2021-06,P13Y,no,no
0619093435-06170583414,omid:br/0619093435,omid:br/06170583414,2021-06,P11Y0M,no,no
0619093435-062201206422,omid:br/0619093435,omid:br/062201206422,2021-06,P16Y5M,no,no
0619093435-06240476568,omid:br/0619093435,omid:br/06240476568,2021-06,P4Y0M,no,no
0619093435-062502401251,omid:br/0619093435,omid:br/062502401251,2021-06,P4Y8M,no,no
0619093435-06120402418,omid:br/0619093435,omid:br/06120402418,2021-06,P19Y10M,no,no
0619093435-06902280055,omid:br/0619093435,omid:br/06902280055,2021-06,P66Y5M,no,no
0619093436-061602766139,omid:br/0619093436,omid:br/061602766139,2021-06,P14Y6M,no,no
0619093436-0619093447,omid:br/0619093436,omid:br/0619093447,2021-06,P0Y0M,yes,no
0619093436-06170457895,omid:br/0619093436,omid:br/06170457895,2021-06,P2Y6M,no,no
0619093436-06602591305,omid:br/0619093436,omid:br/06602591305,2021-06,P0Y1M,no,no
0619093436-06902044697,omid:br/0619093436,omid:br/06902044697,2021-06,P1Y4M,no,no
0619093436-0619093667,omid:br/0619093436,omid:br/0619093667,2021-06,P9Y,yes,no
0619093436-06602591308,omid:br/0619093436,omid:br/06602591308,2021-06,P5Y0M,no,no
0619093436-0619094356,omid:br/0619093436,omid:br/0619094356,2021-06,P16Y,yes,no
0619093436-061602765582,omid:br/0619093436,omid:br/061602765582,2021-06,P10Y3M,no,no
0619093436-06803022667,omid:br/0619093436,omid:br/06803022667,2021-06,P4Y,no,no
0619093436-062602674205,omid:br/0619093436,omid:br/062602674205,2021-06,P15Y8M,no,no
0619093436-06120872543,omid:br/0619093436,omid:br/06120872543,2021-06,P13Y,no,no
0619093436-0619093481,omid:br/0619093436,omid:br/0619093481,2021-06,P2Y1M,yes,no
0619093436-0619093466,omid:br/0619093436,omid:br/0619093466,2021-06,P1Y5M,yes,no
0619093436-06901437429,omid:br/0619093436,omid:br/06901437429,2021-06,P18Y11M,no,no
06201189810-062101960310,omid:br/06201189810,omid:br/062101960310,2019-07-10,P6Y1M,no,no
06201189810-061401925150,omid:br/06201189810,omid:br/061401925150,2019-07-10,P7Y10M21D,no,no
06201189810-06703466879,omid:br/06201189810,omid:br/06703466879,2019-07-10,P15Y5M26D,no,no
06201189810-06230737068,omid:br/06201189810,omid:br/06230737068,2019-07-10,P3Y1M9D,no,no
06201189810-061501009799,omid:br/06201189810,omid:br/061501009799,2019-07-10,P10Y0M1D,no,no
06201189810-06260553214,omid:br/06201189810,omid:br/06260553214,2019-07-10,P2Y3M,no,no
06201189810-06190769064,omid:br/06201189810,omid:br/06190769064,2019-07-10,P9Y3M,no,no
06201189810-06502561423,omid:br/06201189810,omid:br/06502561423,2019-07-10,P1Y10M2D,no,no
06201189810-06801212735,omid:br/06201189810,omid:br/06801212735,2019-07-10,P12Y11M,no,no
06201189810-061501968614,omid:br/06201189810,omid:br/061501968614,2019-07-10,P14Y4M,no,no
06201189810-06101201239,omid:br/06201189810,omid:br/06101201239,2019-07-10,P2Y2M7D,yes,no
06201189810-06901195305,omid:br/06201189810,omid:br/06901195305,2019-07-10,P1Y1M,yes,no
06201189810-06230737243,omid:br/06201189810,omid:br/06230737243,2019-07-10,P7Y4M27D,no,no
06201189810-06902649552,omid:br/06201189810,omid:br/06902649552,2019-07-10,P0Y10M,no,no
06201189810-061302580018,omid:br/06201189810,omid:br/061302580018,2019-07-10,P1Y2M,no,no
06201189810-06230737035,omid:br/06201189810,omid:br/06230737035,2019-07-10,P2Y5M16D,no,no
06201189810-06701487420,omid:br/06201189810,omid:br/06701487420,2019-07-10,P9Y,no,no
06201189810-061502454932,omid:br/06201189810,omid:br/061502454932,2019-07-10,P3Y10M9D,no,no
06201189810-061202582251,omid:br/06201189810,omid:br/061202582251,2019-07-10,P3Y3M11D,no,no
06201189810-06502561239,omid:br/06201189810,omid:br/06502561239,2019-07-10,P2Y6M4D,no,no
06201189810-061501285226,omid:br/06201189810,omid:br/061501285226,2019-07-10,P12Y1M,no,no
06201189810-0604799920,omid:br/06201189810,omid:br/0604799920,2019-07-10,,no,no
06201189810-06160452166,omid:br/06201189810,omid:br/06160452166,2019-07-10,P10Y9M8D,no,no
06201189810-061101009884,omid:br/06201189810,omid:br/061101009884,2019-07-10,P3Y4M23D,no,no
